 ลำดับ, ชื่อท้องถิ่น, อำเภอ, จังหวัด, พื้นที่ (ตร.กม.), ปชก.ณ 30กันยายน62, ภาษีที่ดินและสิ่งปลูกสร้าง, ภาษีโรงเรือนและที่ดิน, ภาษีบำรุงท้องที่, ภาษีป้าย, อากรการฆ่าสัตว์, อากรรังนกอีแอ่น, ภาษีบำรุง อบจ. จากสถานค้าปลีกยาสูบ, ภาษีบำรุง อบจ. จากสถานค้าปลีกน้ำมัน, ค่าธรรมเนียมบำรุง อบจ. จากผู้เข้าพักโรงแรม, ค่าธรรมเนียม, ทรัพย์สิน, สาธารณูปโภค, เบ็ดเตล็ด, รวมรายได้จัดเก็บเอง, ภาษีและค่าธรรมเนียมรถยนต์หรือล้อเลื่อน, -  ภาษีมูลค่าเพิ่มที่จัดเก็บตามประมวลรัษฎากร 5%(อบจ),  - ภาษีมูลค่าเพิ่มตามกฎหมายท้องถิ่น,  - ภาษีมูลค่าเพิ่มตาม พ.ร.บ.กำหนดแผนฯ, ภาษีธุรกิจเฉพาะ, ภาษีสุรา, ภาษีสรรพสามิต, ภาษีการพนัน, ภาษียาสูบ, อากรประมง, ค่าภาคหลวงไม้, ค่าภาคหลวงแร่, ค่าภาคหลวงปิโตรเลียม, รายได้จากกฎหมายอุทยานแห่งชาติ, ค่าธรรมเนียมน้ำบาดาล, ค่าธรรมเนียมการจดทะเบียนสิทธิและนิติกรรมตามประมวลกฎหมายที่ดิน, ภาษีจัดสรรอื่น, รวมรายได้จากรัฐจัดสรร, เงินอุดหนุนทั่วไป, เงินอุดหนุนเฉพาะกิจ, รายได้จากเงินอุดหนุน, รวมรายได้ทั้งสิ้น
  36 , อบต.ปลายพระยา, ปลายพระยา, กระบี่,  203.49 ,"  12,568.00 ","  32,095.66 ",  -   ,  453.01 ,"  35,524.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  473,712.30 ","  873,743.09 ",  -   ,"  387,181.76 ","  1,849,159.34 ","  970,712.36 ",  -   ,"  5,703,900.19 ","  10,496,836.44 ","  713,561.77 ",  -   ,"  9,466,132.99 ",  -   ,  -   ,  -   ,  -   ,"  152,207.22 ","  84,040.56 ",  -   ,  -   ,"  2,320,146.00 ","  4,125.00 ","  29,911,662.53 ","  36,931,015.00 ",  -   ,"  36,931,015.00 ","  68,691,836.87 "
  37 , อบต.เขาคราม, เมืองกระบี่, กระบี่,  122.00 ,"  10,567.00 ","  83,281.72 ","  5,300.00 ","  7,305.53 ","  181,772.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  3,557,200.50 ","  705,971.60 ","  2,404,674.95 ","  78,370.00 ","  7,070,325.82 ","  876,965.49 ",  -   ,"  4,809,428.38 ","  9,922,653.59 ","  594,879.03 ",  -   ,"  7,980,342.76 ",  -   ,  -   ,  -   ,"  18,277.00 ","  127,225.63 ","  70,716.93 ",  -   ,"  3,570.00 ","  1,586,696.00 ",  -   ,"  25,990,754.81 ","  26,609,731.00 ",  -   ,"  26,609,731.00 ","  59,670,811.63 "
  38 , อบต.เขาทอง, เมืองกระบี่, กระบี่,  69.00 ,"  6,849.00 ","  4,350.75 ","  6,570.00 ",  -   ,"  43,528.00 ",  -   ,"  723,615.07 ",  -   ,  -   ,  -   ,"  1,567,557.88 ","  166,429.35 ","  3,064,805.00 ","  296,060.00 ","  5,872,916.05 ","  695,798.26 ",  -   ,"  3,089,817.36 ","  8,562,056.32 ","  382,453.23 ",  -   ,"  5,127,486.80 ",  -   ,  -   ,  -   ,  -   ,"  82,166.04 ","  45,487.95 ","  269,714.75 ",  510.00 ,"  1,050,546.00 ",  -   ,"  19,306,036.71 ","  13,429,769.00 ","  52,142.00 ","  13,481,911.00 ","  38,660,863.76 "
  39 , อบต.คลองประสงค์, เมืองกระบี่, กระบี่,  26.00 ,"  5,671.00 ","  14,771.86 ",  -   ,  -   ,"  8,286.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  16,515.00 ","  289,871.08 ",  -   ,"  49,061.00 ","  424,954.46 ","  638,093.14 ",  -   ,"  2,540,681.99 ","  8,163,070.65 ","  311,527.09 ",  -   ,"  4,215,903.26 ",  -   ,  -   ,  -   ,  -   ,"  67,308.82 ","  37,370.61 ",  -   ,"  1,000.00 ","  254,212.00 ","  5,752.20 ","  16,234,919.76 ","  13,485,878.00 ",  -   ,"  13,485,878.00 ","  30,145,752.22 "
  40 , อบต.ทับปริก, เมืองกระบี่, กระบี่,  62.00 ,"  10,099.00 ","  81,777.06 ","  2,475.00 ",  78.38 ,"  90,020.32 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  358,042.28 ","  142,538.22 ","  258,827.00 ","  80,175.10 ","  1,060,382.88 ","  852,043.01 ",  -   ,"  4,573,077.91 ","  9,487,890.37 ","  562,481.32 ",  -   ,"  7,588,318.02 ",  -   ,  -   ,  -   ,"  3,322.00 ","  449,994.08 ","  67,258.40 ","  15,198.50 ","  5,127.00 ","  4,201,789.00 ",  -   ,"  27,806,499.61 ","  22,782,794.00 ","  635,847.00 ","  23,418,641.00 ","  52,285,523.49 "
  41 , อบต.ไสไทย, เมืองกระบี่, กระบี่,  54.00 ,"  14,725.00 ","  758,033.59 ","  595,431.80 ","  74,762.18 ","  1,239,434.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  1,719,161.29 ","  579,464.05 ",  -   ,"  167,848.02 ","  5,180,584.45 ","  1,058,611.96 ",  -   ,"  6,534,310.46 ","  10,672,033.37 ","  796,633.23 ",  -   ,"  10,842,231.18 ",  -   ,  -   ,  -   ,  -   ,"  172,663.35 ","  96,054.44 ","  6,225,128.00 ","  7,120.00 ","  7,438,179.00 ","  1,677.00 ","  43,844,641.99 ","  29,633,210.00 ","  1,405,479.00 ","  31,038,689.00 ","  80,063,915.44 "
  42 , อบต.หนองทะเล, เมืองกระบี่, กระบี่,  63.00 ,"  10,683.00 ","  164,779.56 ","  33,851.25 ","  1,645.00 ","  414,994.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  1,475,528.70 ","  786,541.05 ",  -   ,"  421,590.00 ","  3,345,379.08 ","  872,076.84 ",  -   ,"  4,765,531.45 ","  9,655,368.69 ","  585,712.57 ",  -   ,"  7,908,516.00 ",  -   ,  -   ,  -   ,"  2,500.00 ","  126,908.48 ","  70,181.20 ","  6,225,128.00 ","  11,740.00 ","  5,285,816.00 ",  -   ,"  35,509,479.23 ","  26,657,711.00 ","  36,927.00 ","  26,694,638.00 ","  65,549,496.31 "
  43 , อบต.อ่าวนาง, เมืองกระบี่, กระบี่,  50.00 ,"  14,239.00 ","  3,429,098.23 ","  1,381,554.00 ",  946.45 ,"  2,758,715.40 ",  -   ,"  3,208,361.68 ",  -   ,  -   ,  -   ,"  26,808,399.50 ","  3,181,431.39 ","  733,340.00 ","  586,342.59 ","  42,088,189.24 ","  1,035,366.97 ",  -   ,"  6,299,866.47 ","  10,003,140.84 ","  739,127.60 ",  -   ,"  10,447,781.50 ",  -   ,  -   ,  -   ,"  1,813.00 ","  161,929.09 ","  92,018.24 ","  6,225,128.00 ","  41,880.00 ","  17,278,773.00 ",  -   ,"  52,326,824.71 ","  46,606,220.00 ","  44,089,178.04 ","  90,695,398.04 ","  185,110,411.99 "
  44 , อบต.ดินแดง, ลำทับ, กระบี่,  87.00 ,"  3,909.00 ","  23,086.60 ",  -   ,"  10,943.66 ","  26,636.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  59,483.70 ","  121,770.55 ","  572,210.00 ","  43,000.00 ","  903,580.03 ","  554,986.27 ",  -   ,"  1,752,917.27 ","  7,665,465.28 ","  220,431.18 ",  -   ,"  2,909,419.57 ",  -   ,  -   ,  -   ,  -   ,"  47,023.47 ","  25,859.38 ",  -   ,"  1,040.00 ","  1,062,241.00 ",  -   ,"  14,239,383.42 ","  11,228,023.00 ","  3,696,029.00 ","  14,924,052.00 ","  30,067,015.45 "
  45 , อบต.ดินอุดม, ลำทับ, กระบี่,  72.00 ,"  6,155.00 ","  14,946.87 ",  -   ,"  2,454.00 ","  59,565.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  69,829.26 ","  194,806.34 ","  452,930.00 ","  190,400.00 ","  1,031,380.99 ","  665,268.21 ",  -   ,"  2,799,980.30 ","  8,341,090.48 ","  347,888.16 ",  -   ,"  4,646,623.31 ",  -   ,  -   ,  -   ,"  18,680.00 ","  513,259.69 ","  41,233.52 ",  -   ,"  4,060.00 ","  1,640,274.00 ",  -   ,"  19,018,357.67 ","  20,456,530.00 ","  12,028,373.00 ","  32,484,903.00 ","  52,534,641.66 "
  46 , อบต.ทุ่งไทรทอง, ลำทับ, กระบี่,  83.30 ,"  4,686.00 ","  30,528.93 ",  -   ,"  3,760.47 ","  21,930.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  74,020.40 ","  221,515.35 ","  324,640.00 ","  165,510.00 ","  888,354.67 ","  594,958.08 ",  -   ,"  2,132,458.65 ","  7,301,840.82 ","  267,778.35 ",  -   ,"  3,539,137.30 ",  -   ,  -   ,  -   ,  1.00 ,"  57,013.67 ","  31,443.63 ",  -   ,"  1,540.00 ","  420,005.00 ",  -   ,"  14,346,176.50 ","  11,005,491.00 ","  7,056,237.00 ","  18,061,728.00 ","  33,296,259.17 "
  47 , อบต.ลำทับ, ลำทับ, กระบี่,  78.63 ,"  5,449.00 ","  51,963.00 ","  20,899.00 ","  11,451.00 ","  48,387.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  114,538.50 ","  165,400.63 ","  320,445.00 ","  152,000.31 ","  931,533.96 ","  632,868.98 ",  -   ,"  2,490,228.94 ","  8,083,476.75 ","  306,324.78 ",  -   ,"  4,131,855.64 ",  -   ,"  1,920.60 ",  -   ,"  12,040.00 ","  65,698.68 ","  36,592.92 ",  -   ,"  2,040.00 ","  661,920.00 ",  -   ,"  16,424,967.29 ","  17,513,601.00 ",  -   ,"  17,513,601.00 ","  34,870,102.25 "
  48 , อบต.เกาะศรีบอยา, เหนือคลอง, กระบี่,  67.40 ,"  5,279.00 ","  113,979.95 ",  -   ,  -   ,"  66,720.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  144,060.00 ","  235,246.91 ",  -   ,"  1,000.00 ","  607,456.38 ","  624,050.28 ",  -   ,"  2,409,406.86 ","  8,128,927.73 ","  301,604.53 ",  -   ,"  3,998,920.54 ",  -   ,  -   ,  -   ,  -   ,"  64,539.87 ","  35,531.81 ",  -   ,"  5,580.00 ","  374,227.00 ",  -   ,"  15,942,788.62 ","  15,847,757.00 ",  -   ,"  15,847,757.00 ","  32,398,002.00 "
  49 , อบต.คลองขนาน, เหนือคลอง, กระบี่,  81.00 ,"  9,700.00 ","  174,099.75 ",  6.00 ,"  1,221.06 ","  11,518.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  450,934.80 ","  458,104.66 ","  721,476.00 ","  118,643.53 ","  1,982,453.32 ","  825,730.62 ",  -   ,"  4,322,424.14 ","  9,380,351.27 ","  532,721.38 ",  -   ,"  7,172,121.24 ",  -   ,  -   ,  -   ,  -   ,"  114,234.70 ","  63,542.08 ",  -   ,"  1,020.00 ","  1,054,907.00 ",  -   ,"  23,467,052.43 ","  22,699,557.00 ","  61,645.00 ","  22,761,202.00 ","  48,210,707.75 "
  50 , อบต.คลองเขม้า, เหนือคลอง, กระบี่,  16.98 ,"  5,947.00 ","  19,034.74 ",  472.60 ,  395.42 ,"  58,652.00 ","  2,680.00 ","  46,449.52 ",  -   ,  -   ,  -   ,"  262,686.34 ","  1,899,744.50 ","  978,762.00 ","  178,731.05 ","  3,447,608.17 ","  652,663.22 ",  -   ,"  2,679,485.89 ","  8,265,787.52 ","  330,417.09 ",  -   ,"  4,446,382.95 ",  -   ,  -   ,  -   ,  -   ,"  71,114.61 ","  39,428.99 ",  -   ,  30.00 ,"  615,124.00 ",  -   ,"  17,100,434.27 ","  17,064,255.00 ","  3,983,197.00 ","  21,047,452.00 ","  41,595,494.44 "
  51 , อบต.โคกยาง, เหนือคลอง, กระบี่,  63.00 ,"  6,573.00 ","  15,580.09 ",  -   ,"  4,715.57 ","  88,882.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  102,501.69 ","  220,987.30 ","  981,120.00 ","  239,960.69 ","  1,700,196.86 ","  685,589.63 ",  -   ,"  2,993,127.89 ","  8,524,619.33 ","  350,323.25 ",  -   ,"  4,967,161.19 ",  -   ,  -   ,  -   ,  3.00 ,"  79,702.04 ","  44,078.36 ",  -   ,"  2,570.00 ","  863,516.00 ",  -   ,"  18,510,690.69 ","  20,596,127.00 ","  15,259,737.00 ","  35,855,864.00 ","  56,066,751.55 "
  52 , อบต.ตลิ่งชัน, เหนือคลอง, กระบี่,  26.00 ,"  6,077.00 ","  195,366.00 ",  -   ,  297.26 ,"  45,728.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  443,785.00 ","  366,908.75 ",  -   ,"  103,312.00 ","  1,201,846.53 ","  662,967.71 ",  -   ,"  2,776,440.73 ","  8,383,601.64 ","  1,053,792.61 ",  -   ,"  4,606,891.83 ",  -   ,  620.80 ,  -   ,  -   ,"  73,371.25 ","  40,814.47 ",  -   ,  -   ,"  338,618.00 ",  -   ,"  17,937,119.04 ","  17,591,348.00 ",  -   ,"  17,591,348.00 ","  36,730,313.57 "
  53 , อบต.ปกาสัย, เหนือคลอง, กระบี่,  54.00 ,"  7,927.00 ","  34,642.18 ","  11,877.00 ","  6,580.25 ","  266,745.30 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  720,050.20 ","  277,903.06 ","  502,622.00 ","  228,420.00 ","  2,095,289.51 ","  746,457.99 ",  -   ,"  3,573,427.35 ","  8,997,571.29 ","  421,189.24 ",  -   ,"  5,930,900.46 ",  -   ,  -   ,  -   ,  -   ,"  95,754.64 ","  52,702.23 ",  -   ,"  4,610.00 ","  2,735,766.40 ",  -   ,"  22,558,379.60 ","  28,626,425.80 ",  -   ,"  28,626,425.80 ","  53,280,094.91 "
  54 , อบต.ห้วยยูง, เหนือคลอง, กระบี่,  42.00 ,"  7,545.00 ","  54,078.02 ",  -   ,"  11,982.64 ","  50,541.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  136,799.50 ","  244,506.11 ",  -   ,"  84,980.00 ","  629,336.79 ","  729,827.03 ",  -   ,"  3,414,246.38 ","  8,799,322.76 ","  424,843.34 ",  -   ,"  5,666,289.99 ",  -   ,  -   ,  -   ,  -   ,"  91,143.81 ","  50,309.63 ",  -   ,  -   ,"  636,952.00 ",  -   ,"  19,812,934.94 ","  17,812,047.00 ","  6,036,612.00 ","  23,848,659.00 ","  44,290,930.73 "
  55 , อบต.เหนือคลอง, เหนือคลอง, กระบี่,  26.56 ,"  10,273.00 ",  843.06 ,"  239,104.00 ","  1,008.00 ","  405,263.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  431,432.44 ","  498,132.69 ",  -   ,"  15,030.00 ","  1,637,262.71 ","  866,948.60 ",  -   ,"  4,716,295.82 ","  9,512,259.27 ","  579,613.08 ",  -   ,"  7,826,610.69 ",  -   ,  -   ,  -   ,  -   ,"  125,432.51 ","  69,434.69 ",  -   ,  -   ,"  3,213,657.00 ",  -   ,"  26,910,251.66 ","  19,052,316.00 ","  27,612.00 ","  19,079,928.00 ","  47,627,442.37 "
  56 , อบต.เขาใหญ่, อ่าวลึก, กระบี่,  70.00 ,"  4,387.00 ","  22,934.33 ",  327.00 ,"  4,175.00 ","  70,328.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  138,283.20 ","  212,769.15 ","  321,380.00 ","  273,900.00 ","  1,090,546.20 ","  579,237.76 ",  -   ,"  1,982,887.99 ","  7,268,353.62 ","  248,631.32 ",  -   ,"  3,290,855.90 ",  -   ,  -   ,  -   ,  -   ,"  52,976.12 ","  29,223.83 ","  269,714.75 ","  1,030.00 ","  1,656,221.00 ",  -   ,"  15,379,132.29 ","  11,694,349.00 ","  3,636,479.00 ","  15,330,828.00 ","  31,800,506.49 "
  57 , อบต.คลองยา, อ่าวลึก, กระบี่,  70.00 ,"  3,883.00 ","  38,488.76 ",  -   ,"  6,086.60 ","  3,400.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  98,352.91 ","  329,282.38 ","  656,475.00 ","  145,500.00 ","  1,324,035.17 ","  556,424.11 ",  -   ,"  1,766,758.17 ","  7,255,518.39 ","  269,743.75 ",  -   ,"  2,932,458.88 ",  -   ,  -   ,  -   ,  -   ,"  47,450.40 ","  26,070.74 ",  -   ,"  2,050.00 ","  552,321.00 ",  -   ,"  13,408,795.44 ","  23,837,615.00 ",  -   ,"  23,837,615.00 ","  38,570,445.61 "
  58 , อบต.คลองหิน, อ่าวลึก, กระบี่,  83.00 ,"  7,171.00 ","  51,943.77 ",  -   ,  -   ,"  191,705.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  417,708.70 ","  317,204.68 ","  1,551,610.00 ","  305,524.00 ","  2,882,145.67 ","  711,902.07 ",  -   ,"  3,241,367.47 ","  8,639,722.00 ","  695,300.46 ",  -   ,"  5,378,390.42 ",  -   ,  -   ,  -   ,"  2,501.00 ","  85,703.48 ","  47,655.13 ","  15,198.50 ","  2,030.00 ","  4,370,202.00 ","  2,270.00 ","  23,192,242.53 ","  21,675,427.00 ","  21,076,541.00 ","  42,751,968.00 ","  68,826,356.20 "
  59 , อบต.นาเหนือ, อ่าวลึก, กระบี่,  113.00 ,"  4,911.00 ","  42,679.97 ","  6,765.00 ","  6,283.43 ","  204,641.72 ","  8,343.00 ","  46,449.52 ",  -   ,  -   ,  -   ,"  926,418.76 ","  216,172.49 ","  1,896,037.00 ","  224,330.00 ","  3,578,120.89 ","  605,502.21 ",  -   ,"  2,233,868.11 ","  7,383,090.06 ","  282,511.11 ",  -   ,"  3,707,905.58 ",  -   ,  -   ,  -   ,  -   ,"  12,606.79 ","  80,483.88 ",  -   ,"  22,550.00 ","  1,659,761.00 ",  -   ,"  15,988,278.74 ","  14,576,499.00 ","  7,844,667.83 ","  22,421,166.83 ","  41,987,566.46 "
  60 , อบต.บ้านกลาง, อ่าวลึก, กระบี่,  60.00 ,"  5,125.00 ",  -   ,"  1,806.00 ",  931.00 ,"  55,291.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  288,767.60 ","  295,694.02 ","  696,277.00 ","  66,000.00 ","  1,451,216.14 ","  614,944.04 ",  -   ,"  2,322,790.38 ","  7,373,853.96 ","  289,973.91 ",  -   ,"  3,855,150.62 ",  -   ,  -   ,  -   ,"  35,548.00 ","  62,210.04 ","  34,253.19 ",  -   ,  20.00 ,"  505,722.00 ",  -   ,"  15,094,466.14 ","  14,320,339.00 ","  3,535,532.28 ","  17,855,871.28 ","  34,401,553.56 "
  61 , อบต.แหลมสัก, อ่าวลึก, กระบี่,  94.00 ,"  2,403.00 ",  481.41 ,  -   ,  -   ,"  3,552.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  103,881.60 ","  208,765.62 ","  708,959.00 ","  95,690.00 ","  1,167,779.15 ","  485,538.86 ",  -   ,"  1,092,374.08 ","  8,610,528.02 ","  137,752.54 ",  -   ,"  1,813,028.47 ",  -   ,  -   ,  -   ,  -   ,"  29,263.11 ","  16,109.59 ","  269,714.75 ",  -   ,"  342,185.00 ",  -   ,"  12,796,494.42 ","  7,726,081.00 ","  1,237,034.00 ","  8,963,115.00 ","  22,927,388.57 "
  62 , อบต.อ่าวลึกใต้, อ่าวลึก, กระบี่,  111.00 ,"  5,466.00 ","  197,361.00 ","  2,634.00 ","  6,146.29 ","  83,407.00 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  261,914.00 ","  2,144,428.45 ",  -   ,"  442,100.00 ","  3,184,440.26 ","  632,006.32 ",  -   ,"  2,486,820.71 ","  8,221,892.52 ","  313,419.00 ",  -   ,"  4,128,107.18 ","  1,910.90 ",  -   ,  -   ,"  17,683.00 ","  67,199.04 ","  36,749.53 ","  269,714.75 ","  2,540.00 ","  1,222,228.00 ",  -   ,"  17,400,270.95 ","  10,390,966.00 ","  11,573,709.00 ","  21,964,675.00 ","  42,549,386.21 "
  63 , อบต.อ่าวลึกน้อย, อ่าวลึก, กระบี่,  140.00 ,"  6,603.00 ","  13,580.54 ",  -   ,  -   ,"  7,238.00 ","  1,260.00 ","  4,618,652.99 ",  -   ,  -   ,  -   ,"  641,759.70 ","  1,487,606.25 ",  -   ,"  483,970.00 ","  7,254,067.48 ","  684,918.67 ",  -   ,"  2,985,762.08 ","  8,515,890.02 ","  370,502.26 ",  -   ,"  4,954,543.75 ",  -   ,  -   ,  -   ,  -   ,"  2,447,809.14 ","  43,927.28 ","  269,714.75 ",  -   ,"  711,582.00 ",  -   ,"  20,984,649.95 ","  18,372,921.00 ","  713,284.22 ","  19,086,205.22 ","  47,324,922.65 "
  64 , อบต.อ่าวลึกเหนือ, อ่าวลึก, กระบี่,  110.00 ,"  6,803.00 ","  103,751.02 ",  -   ,"  3,450.30 ","  489,138.34 ",  -   ,"  46,449.52 ",  -   ,  -   ,  -   ,"  305,690.20 ",  -   ,  -   ,  -   ,"  948,479.38 ","  695,366.89 ",  -   ,"  3,085,750.11 ","  8,608,084.02 ","  383,383.65 ",  -   ,"  5,120,749.93 ",  -   ,  -   ,  -   ,  -   ,"  82,068.46 ","  45,429.47 ","  269,714.75 ","  5,610.00 ","  2,444,784.00 ",  -   ,"  20,740,941.28 ","  3,495,822.00 ",  -   ,"  3,495,822.00 ","  25,185,242.66 "
  65 , อบจ.กาญจนบุรี, เมืองกาญจนบุรี, กาญจนบุรี,,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  30,810,607.98 ","  13,649,743.58 ","  2,013,655.27 ","  3,773,991.00 ","  5,499,251.27 ",  -   ,"  2,703,868.58 ","  58,451,117.68 ","  242,943,940.42 ","  48,652,960.69 ",  -   ,"  144,500,447.33 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  7,203,310.26 ","  4,865,699.08 ",  -   ,  -   ,  -   ,  -   ,"  448,166,357.78 ","  330,301,800.00 ","  24,419,700.00 ","  354,721,500.00 ","  861,338,975.46 "
  66 , เทศบาลเมืองท่าเรือพระแท่น, ท่ามะกา, กาญจนบุรี,  7.26 ,"  11,545.00 ","  272,836.38 ",  -   ,  -   ,"  1,615,618.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,532,498.30 ","  1,358,976.25 ","  1,857,802.22 ","  621,986.32 ","  7,259,717.47 ","  689,378.20 ",  -   ,"  4,865,552.39 ","  49,714,473.14 ","  287,445.24 ",  -   ,"  8,787,287.83 ",  -   ,  -   ,  -   ,  -   ,"  123,001.51 ","  110,044.95 ",  -   ,  -   ,"  2,481,191.00 ",  -   ,"  67,058,374.26 ","  48,805,455.00 ","  3,727,037.84 ","  52,532,492.84 ","  126,850,584.57 "
  67 , เทศบาลเมืองกาญจนบุรี, เมืองกาญจนบุรี, กาญจนบุรี,  9.16 ,"  27,963.00 ","  1,816,130.61 ","  1,169,387.00 ","  38,484.45 ","  4,073,874.00 ","  49,050.00 ",  -   ,  -   ,  -   ,  -   ,"  4,968,340.20 ","  6,363,759.40 ","  6,465,201.19 ","  1,666,682.41 ","  26,610,909.26 ","  1,310,313.47 ",  -   ,"  11,950,236.44 ","  70,953,962.25 ","  711,048.01 ",  -   ,"  21,586,456.32 ",  -   ,  -   ,  -   ,  -   ,"  305,216.27 ","  271,002.03 ",  -   ,  -   ,"  8,243,874.00 ",  -   ,"  115,332,108.79 ","  267,819,873.19 ","  53,000.00 ","  267,872,873.19 ","  409,815,891.24 "
  68 , เทศบาลเมืองปากแพรก, เมืองกาญจนบุรี, กาญจนบุรี,  47.80 ,"  26,351.00 ","  580,173.86 ","  85,900.00 ","  96,662.63 ","  2,054,303.00 ","  96,000.00 ",  -   ,  -   ,  -   ,  -   ,"  13,361,951.56 ","  2,696,709.78 ",  -   ,"  369,234.77 ","  19,340,935.60 ","  1,215,101.79 ",  -   ,"  10,831,522.54 ","  14,340,931.86 ","  628,105.62 ",  -   ,"  19,552,428.75 ",  -   ,  -   ,  -   ,  -   ,"  2,778,915.11 ","  243,294.99 ",  -   ,  -   ,"  15,202,253.00 ",  -   ,"  64,792,553.66 ","  55,286,505.60 ",  -   ,"  55,286,505.60 ","  139,419,994.86 "
  69 , เทศบาลตำบลด่านมะขามเตี้ย, ด่านมะขามเตี้ย, กาญจนบุรี,  9.71 ,"  2,621.00 ","  68,545.96 ",  -   ,  259.85 ,"  223,369.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  159,737.10 ","  480,919.62 ",  -   ,"  119,200.00 ","  1,052,031.53 ","  474,504.80 ",  -   ,"  1,010,752.87 ","  12,528,316.97 ","  62,710.78 ",  -   ,"  1,827,861.27 ",  -   ,  -   ,  -   ,  -   ,"  27,397.78 ","  23,288.19 ",  -   ,  -   ,"  571,141.00 ",  -   ,"  16,525,973.66 ","  13,144,812.00 ",  -   ,"  13,144,812.00 ","  30,722,817.19 "
  70 , เทศบาลตำบลทองผาภูมิ, ทองผาภูมิ, กาญจนบุรี,  3.28 ,"  3,112.00 ","  95,357.43 ","  2,438.00 ",  -   ,"  351,689.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  405,289.50 ","  2,151,035.95 ",  -   ,"  50,080.01 ","  3,055,889.89 ","  377,954.08 ",  -   ,"  1,317,979.34 ","  50,996,678.77 ","  78,148.50 ",  -   ,"  2,380,528.32 ",  -   ,  -   ,  -   ,  -   ,"  33,494.36 ","  29,849.63 ",  -   ,  -   ,"  950,355.00 ",  -   ,"  56,164,988.00 ","  23,413,280.20 ",  -   ,"  23,413,280.20 ","  82,634,158.09 "
  71 , เทศบาลตำบลท่าขนุน, ทองผาภูมิ, กาญจนบุรี,  416.00 ,"  16,199.00 ","  152,715.03 ","  5,963.00 ","  6,302.30 ","  254,320.00 ","  3,660.00 ",  -   ,  -   ,  -   ,  -   ,"  244,468.00 ","  680,170.45 ",  -   ,"  29,801.00 ","  1,377,399.78 ","  873,142.40 ",  -   ,"  6,946,993.05 ","  11,893,813.40 ","  404,335.13 ",  -   ,"  12,541,505.79 ",  -   ,  -   ,  -   ,  -   ,"  171,878.93 ","  156,254.05 ",  -   ,  -   ,"  1,967,994.00 ",  -   ,"  34,955,916.75 ","  35,020,922.00 ",  -   ,"  35,020,922.00 ","  71,354,238.53 "
  72 , เทศบาลตำบลลิ่นถิ่น, ทองผาภูมิ, กาญจนบุรี,  253.00 ,"  8,157.00 ","  31,737.72 ",  45.00 ,"  5,661.35 ","  107,039.00 ",  132.00 ,  -   ,  -   ,  -   ,  -   ,"  775,557.60 ","  332,747.55 ",  -   ,"  42,644.00 ","  1,295,564.22 ","  639,735.39 ",  -   ,"  3,379,982.49 ","  8,948,176.72 ","  197,142.18 ",  -   ,"  6,102,267.73 ",  -   ,  -   ,  -   ,  -   ,"  83,882.80 ","  76,083.25 ",  -   ,  -   ,"  1,006,730.00 ",  -   ,"  20,434,000.56 ","  20,158,779.82 ","  52,308.00 ","  20,211,087.82 ","  41,940,652.60 "
